id,x,y
400,353564.14280430414,4296833.781320818
401,349998.71333388984,4296835.917695999
402,346313.2136612898,4296840.757221723
403,348993.4323301241,4296847.766919162
404,346461.0444034972,4296852.361640682
405,349526.4881106531,4296853.905703817
406,352674.8852111483,4296861.153329268
407,352703.83612529654,4296862.525388429
408,352769.20617513824,4296867.973273277
409,346952.49288045336,4296870.09062306
410,348564.5524450885,4296884.426969597
411,348542.9842561977,4296872.17131583
412,348672.51310212445,4296885.986722341
413,350734.9907790059,4296887.157688819
414,343296.1208864311,4296887.315004397
415,352699.56532775145,4296900.117036467
416,353163.4372308571,4296901.500506518
417,346666.61161401216,4296904.230257865
418,352764.3294749912,4296906.164499598
419,349283.4256617706,4296912.717480302
420,338642.1647571428,4296918.738445934
421,347622.61952158343,4296942.435839539
422,345998.1203192044,4296946.595550809
423,345962.0935029639,4296962.104957387
424,345429.85178961046,4296943.066954393
425,349578.42188258003,4296964.638834683
426,350683.96293052565,4296966.362829033
427,346308.91487344913,4296974.031782517
428,352351.32168725226,4296977.994583042
429,345991.0871466631,4296980.771002717
430,345983.46419934835,4296982.317811146
431,353564.521741652,4296988.940889716
432,351961.00231712963,4296991.3059379775
433,350663.58073231764,4296997.997821379
434,350516.09724859986,4296804.406671915
435,351968.398945502,4296998.539461862
436,346295.0854531601,4297007.206123758
437,349057.458214432,4297015.663553301
438,349154.7498819921,4297016.322529774
439,348995.96407870203,4297017.333091004
440,350793.1662950516,4297020.339295633
441,351940.7028800333,4297021.581468252
442,348796.5570402928,4297022.728851223
443,352674.36581909005,4297024.068190217
444,352696.60031763464,4296926.160968907
445,349304.32464382425,4297025.659354366
446,352424.3156246627,4297042.647120798
447,353539.0621395502,4297044.441224035
448,350611.6725096712,4297055.738166658
449,346273.34513537586,4297059.34062944
450,348839.70901359245,4297067.757499263
451,352922.27677072585,4297074.211385932
452,346359.61277717445,4297081.839037981
453,347105.32668864354,4297085.121194247
454,348995.25868628174,4297090.729880163
455,352922.86564525776,4297090.986104509
456,349070.27416541986,4297091.201119516
457,349181.5844513653,4297091.39391893
458,349261.6756170364,4297092.481014298
459,352479.4719288768,4297134.653270111
460,352596.79049596004,4297140.066561017
461,352660.5395736248,4297143.001289364
462,348994.7290350571,4297145.97177268
463,349071.0711886026,4297147.261489449
464,350820.68370807543,4297154.752589889
465,350746.21880534384,4297150.668634631
466,352595.73462125845,4297157.104977574
467,347096.93485761154,4297157.212757034
468,352763.1787134446,4297160.135385133
469,352761.00803816784,4296932.203909928
470,348880.8966410151,4297161.549922517
471,345644.60010396503,4297154.00125674
472,345973.2838366926,4297162.691018157
473,350407.8838299634,4297165.38835128
474,348271.11929338705,4297076.621886149
475,346174.3006373644,4297171.359165609
476,349210.58376227133,4297172.530268386
477,353745.4121882487,4297174.264696676
478,348907.9388042856,4297177.154886594
479,346309.56630429905,4297177.197861485
480,340918.569517456,4297181.06037911
481,346474.7467576619,4297184.336249605
482,348995.3817403894,4297186.203640658
483,352501.3520945953,4297186.9904067125
484,352593.6798043642,4297190.037287345
485,352594.4882014878,4297176.977851052
486,352656.6743583726,4297192.120055931
487,349071.79099635035,4297198.804872442
488,352913.60256613325,4297199.964692684
489,352899.9429811165,4297171.098380454
490,352921.43231413607,4297202.039879635
491,352754.5022179354,4297207.922347359
492,352917.6626687553,4297215.631517863
493,348955.47922883,4297215.972305751
494,350063.80313150026,4297219.86453574
495,352592.036315036,4297225.00465939
496,352654.9670239268,4297228.809340188
497,349140.4936364237,4297232.791210428
498,352590.5286445087,4297240.1641955655
499,352746.0822076611,4297243.78142355
500,353804.91948639695,4297244.517770676
501,353086.9812314352,4297245.877270246
502,352908.95064251404,4297247.021850396
503,352912.3296016734,4297234.847353004
504,351752.00183709804,4297253.011120459
505,352511.0672661122,4297274.135313945
506,352526.2492355332,4297275.0187973175
507,352955.0608153865,4297277.784591785
508,352355.0747059509,4297278.191017881
509,352586.7331205262,4297278.513145821
510,352588.44513128325,4297261.262703668
511,352650.6952304207,4297282.220899932
512,352899.48142722994,4297283.011201778
513,351786.34486867767,4297284.564439679
514,352734.049650928,4297290.909102563
515,352895.0370316012,4297299.557293557
516,349054.63678430207,4297306.619489066
517,353069.9888737453,4297309.049185336
518,353736.9527184172,4297313.301127687
519,351807.1514226319,4297315.460366804
520,350124.65777844004,4297317.798410857
521,353522.5674480032,4297320.175683592
522,349536.397377315,4297321.971008787
523,352886.3677172465,4297331.8350012
524,352889.4879239369,4297320.231469004
525,353749.9039108232,4297336.431180876
526,352131.4619354764,4297337.68579901
527,353186.0155050596,4297342.470986139
528,352523.2004113477,4297346.980785545
529,340425.4203761434,4297355.367687967
530,352505.7583973026,4297355.808856381
531,353394.5612638267,4297360.8513884805
532,350916.20666244347,4297367.953711219
533,353155.6655413173,4297374.7498913
534,352636.1821985617,4297375.81075293
535,353050.90510531515,4297376.056639409
536,353541.81461064983,4297382.733005105
537,351978.87061872333,4297394.573961794
538,352006.00928110443,4297370.587670572
539,353777.72322057467,4297397.64311976
540,353305.46311359666,4297404.073632423
541,353550.1559086619,4297408.778753307
542,349334.0779447537,4297410.051060637
543,338666.63865933754,4297410.185723871
544,349291.84379396867,4297410.808755603
545,349241.4909783099,4297411.709830662
546,352701.9414249696,4297415.543598028
547,349489.5337863546,4297415.715643631
548,351936.52973753866,4297420.764623886
549,351881.2693153918,4297423.006132271
550,352327.3742953278,4297424.671049571
551,352495.0499311583,4297425.015739918
552,352748.91698979493,4297426.95004235
553,353276.1676151231,4297427.628924292
554,353303.22650583833,4297436.7203563545
555,353562.07270575594,4297445.960004605
556,353354.6011827644,4297449.3589883465
557,353413.9285563985,4297453.835668119
558,353351.60882679187,4297458.983864972
559,349831.6574944556,4297459.424414652
560,353294.8608253533,4297464.828843553
561,346483.5465330435,4297466.302315798
562,353569.26178334747,4297468.407922624
563,353420.38552838005,4297482.236344485
564,353524.35913648736,4297484.035170302
565,352485.9007868376,4297484.179978348
566,352446.3680487359,4297484.881783584
567,352357.4992293129,4297486.43510142
568,352431.34664569795,4297485.138954528
569,352316.3686683997,4297487.156186543
570,352341.8613556437,4297486.703913577
571,353307.82223579194,4297490.800049102
572,353419.1810322767,4297493.671025891
573,353249.0256315777,4297499.514151374
574,346665.1864655325,4297502.501903176
575,349362.096986698,4297504.195659205
576,339595.86767653003,4297511.131338619
577,353586.09421847947,4297514.990328724
578,353421.1866147714,4297519.955829794
579,352017.5155472364,4297535.776931211
580,352477.85267064255,4297536.218712969
581,352446.6310866475,4297536.854810722
582,352358.2017293079,4297538.65531338
583,352432.0796743175,4297537.15875244
584,353425.4501112057,4297539.171617461
585,352315.98838688526,4297539.518681005
586,352343.01648637373,4297538.971213482
587,349691.10608337447,4297549.01318715
588,351946.0536679467,4297554.117923547
589,343721.87898021564,4297556.877261827
590,352590.771564832,4297558.055060418
591,352980.2154771164,4297561.397606218
592,353049.36369415186,4297574.204488713
593,352659.9870631434,4297576.308237389
594,353342.00660922285,4297583.721189667
595,353216.9667714108,4297584.468237294
596,353108.82033005264,4297585.2264084965
597,353120.7947371574,4297524.079107791
598,352580.6317970008,4297588.706363609
599,352469.51789124217,4297590.116771068
600,351980.7777162669,4297592.237085655
601,352317.95447866526,4297592.414790109
602,352940.30187707674,4297603.846108668
603,351363.7812396148,4297604.405049484
604,347623.0754351318,4297620.22444408
605,352880.1119902348,4297627.764744898
606,353368.2295069164,4297635.491680477
607,346890.9289338468,4297636.662374927
608,352571.07613489963,4297641.905368637
609,352538.80812899023,4297642.294129403
610,352467.8809778085,4297643.146483172
611,352523.0041622147,4297642.487974852
612,352399.0119726388,4297643.983383473
613,352452.06832528394,4297643.340631433
614,352327.9024601886,4297644.840381257
615,352384.2759445803,4297644.157636983
616,353292.32199134864,4297663.372287802
617,353177.8435315583,4297663.580567285
618,353108.61497204937,4297670.301826451
619,353048.5125210481,4297671.27053793
620,353251.4148081616,4297676.107471388
621,352945.52281372435,4297681.682695068
622,352592.269238621,4297693.822508795
623,348947.82139607053,4297697.484558426
